,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
983024,4/28/2017 11:18,4/28/2017 11:25,410.637,4th St & Madison Dr NW,6th St & Indiana Ave NW,Subscriber
374632,2/25/2017 12:55,2/25/2017 13:01,390.915,14th & Irving St NW,Columbia Rd & Belmont St NW,Subscriber
449684,3/7/2017 16:55,3/7/2017 17:06,675.326,21st St & Constitution Ave NW,10th & E St NW,Subscriber
1007694,4/30/2017 8:50,4/30/2017 9:05,938.307,Florida Ave & R St NW,11th & Kenyon St NW,Subscriber
776438,4/11/2017 10:38,4/11/2017 10:49,668.64,4th & E St SW,Metro Center / 12th & G St NW,Subscriber
1153644,5/14/2017 12:56,5/14/2017 3:18,8500.758,USDA / 12th & Independence Ave SW,USDA / 12th & Independence Ave SW,Customer
550648,3/22/2017 8:35,3/22/2017 8:54,1114.164,22nd & I St NW / Foggy Bottom,8th & D St NW,Subscriber
885061,4/19/2017 7:54,4/19/2017 8:17,1365.933,8th & Eye St SE / Barracks Row,Jefferson Dr & 14th St SW,Subscriber
1344681,5/31/2017 6:18,5/31/2017 6:38,1158.051,C & O Canal & Wisconsin Ave NW,Adams Mill & Columbia Rd NW,Subscriber
611168,3/28/2017 8:30,3/28/2017 8:41,642.079,5th & K St NW,10th St & L'Enfant Plaza SW,Subscriber
102906,1/20/2017 17:41,1/20/2017 17:55,837.695,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Oklahoma Ave & D St NE,Subscriber
206997,2/5/2017 20:13,2/5/2017 20:35,1365.149,14th & Irving St NW,18th St & Wyoming Ave NW,Subscriber
52555,1/12/2017 11:23,1/12/2017 11:51,1638.108,Henry Bacon Dr & Lincoln Memorial Circle NW,17th St & Independence Ave SW,Customer
1128323,5/12/2017 6:40,5/12/2017 6:46,360.346,4th & East Capitol St NE,15th St & Massachusetts Ave SE,Subscriber
881454,4/19/2017 5:35,4/19/2017 5:39,256.675,8th & F St NW,5th & K St NW,Subscriber
14106,1/4/2017 17:05,1/4/2017 17:19,848.419,Montgomery Ave & Waverly St ,McKinley St & Connecticut Ave NW,Subscriber
169850,1/31/2017 12:14,1/31/2017 12:22,484.453,US Dept of State / Virginia Ave & 21st St NW,17th & G St NW,Subscriber
1012363,4/30/2017 12:47,4/30/2017 1:13,1526.058,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18th & C St NW,Customer
864214,4/17/2017 12:38,4/17/2017 12:45,466.322,6th St & Indiana Ave NW,8th & H St NW,Customer
1558753,6/16/2017 7:52,6/16/2017 7:55,214.153,6th & K St NE,M St & Delaware Ave NE,Subscriber
617485,3/28/2017 18:52,3/28/2017 19:05,818.022,1st & K St SE,2nd & G St NE,Subscriber
1261083,5/23/2017 9:19,5/23/2017 9:35,973.738,N Lynn St & Fairfax Dr,17th & K St NW,Subscriber
111067,1/21/2017 17:29,1/21/2017 17:48,1159.868,15th & East Capitol St NE,4th & W St NE,Subscriber
1263366,5/24/2017 1:22,5/24/2017 1:27,311.428,3rd & G St SE,3rd St & Pennsylvania Ave SE,Subscriber
533662,3/20/2017 15:42,3/20/2017 16:13,1839.271,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
94164,1/19/2017 12:50,1/19/2017 12:54,225.267,14th & D St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
243509,2/10/2017 9:56,2/10/2017 10:00,232.478,Hamlin & 7th St NE,Rhode Island Ave Metro,Subscriber
215500,2/6/2017 21:01,2/6/2017 21:07,353.988,North Capitol St & F St NW,D St & Maryland Ave NE,Subscriber
342786,2/22/2017 17:43,2/22/2017 18:03,1196.896,Georgetown Harbor / 30th St NW,11th & F St NW,Subscriber
773037,4/11/2017 8:14,4/11/2017 8:25,673.551,Georgetown Harbor / 30th St NW,Lincoln Memorial,Customer
203551,2/5/2017 12:26,2/5/2017 12:32,331.095,Clarendon Metro / Wilson Blvd & N Highland St,Wilson Blvd & Franklin Rd,Subscriber
1718248,6/28/2017 8:07,6/28/2017 8:21,861.078,11th & Girard St NW,14th & G St NW,Subscriber
1531882,6/14/2017 7:49,6/14/2017 8:06,978.894,18th St & Wyoming Ave NW,Convention Center / 7th & M St NW,Subscriber
544631,3/21/2017 17:08,3/21/2017 17:17,544.193,21st & M St NW,14th & V St NW,Subscriber
1189858,5/17/2017 9:01,5/17/2017 9:17,908.656,1st & H St NW,19th & K St NW,Subscriber
1420906,6/6/2017 5:17,6/6/2017 7:47,9010.693,4th & C St SW,17th & K St NW,Customer
41174,1/10/2017 18:23,1/10/2017 18:33,615.739,16th & K St NW,21st & I St NW,Subscriber
1708589,6/27/2017 12:39,6/27/2017 4:29,13808.982,Jefferson Memorial,15th St & Constitution Ave NW,Customer
1218333,5/19/2017 12:40,5/19/2017 12:52,715.338,13th & H St NE,12th St & Pennsylvania Ave SE,Subscriber
1424981,6/6/2017 7:21,6/6/2017 7:50,1718.438,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Calvert St & Woodley Pl NW,Subscriber
968423,4/27/2017 10:14,4/27/2017 10:36,1311.105,1st & Rhode Island Ave NW,18th St & Rhode Island Ave NE,Customer
924651,4/23/2017 5:16,4/23/2017 5:42,1616.78,Jefferson Dr & 14th St SW,16th & Irving St NW,Customer
1127160,5/12/2017 3:49,5/12/2017 3:56,416.442,1st & K St SE,4th & M St SW,Subscriber
1463788,6/9/2017 6:01,6/9/2017 6:11,612.606,11th & S St NW,14th & Harvard St NW,Subscriber
1397009,6/4/2017 3:24,6/4/2017 3:55,1834.923,22nd & I St NW / Foggy Bottom,31st & Water St NW,Customer
1333407,5/30/2017 5:32,5/30/2017 5:38,315.853,Maryland Ave & E St NE,6th & H St NE,Subscriber
214947,2/6/2017 19:31,2/6/2017 19:48,991.969,20th & O St NW / Dupont South,Florida Ave & R St NW,Subscriber
892990,4/20/2017 5:02,4/20/2017 5:20,1092.328,37th & O St NW / Georgetown University,10th & K St NW,Subscriber
1217323,5/19/2017 11:30,5/19/2017 11:41,684.002,8th & F St NE,New York Ave & Hecht Ave NE,Customer
163697,1/30/2017 12:51,1/30/2017 12:57,360.482,21st & M St NW,M St & Pennsylvania Ave NW,Subscriber
1362012,6/1/2017 8:25,6/1/2017 8:32,434.52,Pershing & N George Mason Dr,Ballston Metro / N Stuart & 9th St N,Subscriber
890953,4/20/2017 2:47,4/20/2017 3:13,1518.862,17th St & Independence Ave SW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
739319,4/9/2017 4:12,4/9/2017 4:32,1235.97,Jefferson Memorial,4th St & Madison Dr NW,Customer
383204,2/26/2017 16:27,2/26/2017 16:32,305.912,18th & R St NW,14th & V St NW,Subscriber
1686850,6/26/2017 7:09,6/26/2017 7:18,504.274,California St & Florida Ave NW,17th & K St NW,Subscriber
1702937,6/27/2017 8:04,6/27/2017 8:29,1531.551,M St & Pennsylvania Ave NW,1st & H St NW,Subscriber
420349,3/3/2017 9:43,3/3/2017 9:56,812.836,1st & K St SE,L'Enfant Plaza / 7th & C St SW,Subscriber
1423772,6/6/2017 6:43,6/6/2017 8:25,6138.729,Smithsonian-National Mall / Jefferson Dr & 12th St SW,New York Ave & 15th St NW,Customer
94822,1/19/2017 14:36,1/19/2017 14:39,175.05,Pentagon City Metro / 12th & S Hayes St,Aurora Hills Community Ctr/18th & Hayes St,Subscriber
1520812,6/13/2017 8:47,6/13/2017 8:53,362.047,15th & M St NW,14th & G St NW,Subscriber
1746506,6/30/2017 8:22,6/30/2017 8:26,213.088,14th & Upshur St NW,9th & Upshur St NW,Subscriber
561919,3/23/2017 16:22,3/23/2017 16:28,348.123,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Lincoln Park / 13th & East Capitol St NE ,Subscriber
427571,3/4/2017 14:27,3/4/2017 15:28,3664.288,39th & Calvert St NW / Stoddert,34th & Water St NW,Customer
959423,4/27/2017 5:01,4/27/2017 5:09,460.429,4th & C St SW,North Capitol St & F St NW,Subscriber
477096,3/10/2017 8:33,3/10/2017 8:42,523.962,Maple & Ritchie Ave,Takoma Metro,Subscriber
404238,3/1/2017 11:29,3/1/2017 11:42,739.757,14th & L St NW,14th & Irving St NW,Subscriber
1282449,5/26/2017 1:44,5/26/2017 3:27,6124.194,3rd St & Pennsylvania Ave SE,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
961919,4/27/2017 6:23,4/27/2017 6:29,385.65,8th & D St NW,14th St & New York Ave NW,Subscriber
651455,4/1/2017 5:51,4/1/2017 5:59,487.545,Columbia Rd & Georgia Ave NW,14th & Belmont St NW,Subscriber
518848,3/18/2017 14:27,3/18/2017 14:38,706.891,Jefferson Dr & 14th St SW,Maryland & Independence Ave SW,Subscriber
1035012,5/2/2017 9:49,5/2/2017 9:55,349.252,15th & P St NW,17th & Corcoran St NW,Subscriber
1038801,5/3/2017 4:14,5/3/2017 4:28,856.899,Arlington Blvd & S George Mason Dr/NFATC,Washington Blvd & 10th St N,Subscriber
811866,4/14/2017 4:14,4/14/2017 4:40,1548.839,14th & G St NW,Jefferson Dr & 14th St SW,Customer
619921,3/29/2017 6:37,3/29/2017 6:53,992.249,15th & F St NE,12th & L St NW,Subscriber
797512,4/13/2017 5:42,4/13/2017 6:18,2157.205,10th & G St NW,15th & F St NE,Subscriber
1679439,6/26/2017 1:00,6/26/2017 1:04,212.305,4th & M St SW,4th & E St SW,Subscriber
412267,3/2/2017 8:59,3/2/2017 9:10,619.883,15th & East Capitol St NE,North Capitol St & F St NW,Subscriber
1069006,5/5/2017 12:57,5/5/2017 1:03,312.469,Eastern Market / 7th & North Carolina Ave SE,Maryland Ave & E St NE,Subscriber
140928,1/26/2017 16:59,1/26/2017 17:21,1304.599,14th & Rhode Island Ave NW,21st St & Pennsylvania Ave NW,Customer
1733169,6/29/2017 8:23,6/29/2017 8:28,296.282,11th & M St NW,17th & K St NW / Farragut Square,Subscriber
921741,4/23/2017 2:27,4/23/2017 2:52,1470.03,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Lincoln Memorial,Customer
1728223,6/29/2017 5:56,6/29/2017 6:03,411.014,20th & L St NW,14th & Rhode Island Ave NW,Subscriber
713407,4/6/2017 9:34,4/6/2017 9:37,151.933,Anacostia Metro,Pleasant St & MLK Ave SE,Subscriber
1089067,5/8/2017 6:05,5/8/2017 6:17,715.678,S Joyce & Army Navy Dr,27th & Crystal Dr,Subscriber
1074758,5/6/2017 12:46,5/6/2017 1:20,2044.052,12th & U St NW,31st & Water St NW,Customer
558887,3/23/2017 8:39,3/23/2017 8:51,693.528,14th & R St NW,North Capitol St & F St NW,Subscriber
672604,4/3/2017 4:19,4/3/2017 5:06,2835.733,24th & R St NE / National Arboretum,24th & R St NE / National Arboretum,Customer
913965,4/21/2017 11:07,4/21/2017 12:22,4480.082,Lincoln Memorial,Lincoln Memorial,Customer
1208273,5/19/2017 4:56,5/19/2017 5:02,365.36,Massachusetts Ave & Dupont Circle NW,15th & P St NW,Subscriber
322282,2/20/2017 14:27,2/20/2017 14:51,1459.232,3rd & Tingey St SE,1st & M St NE,Subscriber
544991,3/21/2017 17:23,3/21/2017 17:56,1995.075,North Capitol St & G Pl NE,Constitution Ave & 2nd St NW/DOL,Customer
1655010,6/24/2017 3:54,6/24/2017 3:59,270.049,8th & O St NW,11th & S St NW,Subscriber
1438076,6/7/2017 7:10,6/7/2017 7:14,243.073,16th & Irving St NW,Columbia Rd & Belmont St NW,Subscriber
86610,1/18/2017 11:27,1/18/2017 11:56,1710.773,Connecticut Ave & Newark St NW / Cleveland Park,34th & Water St NW,Customer
1069736,5/6/2017 2:27,5/6/2017 2:43,934.285,8th & H St NW,7th & E St SW,Customer
428685,3/4/2017 16:46,3/4/2017 17:51,3881.977,Lincoln Memorial,Maryland & Independence Ave SW,Customer
1499766,6/12/2017 2:00,6/12/2017 2:27,1598.078,4th St & Madison Dr NW,Jefferson Dr & 14th St SW,Customer
1463143,6/9/2017 5:39,6/9/2017 5:47,482.87,8th & O St NW,17th St & Massachusetts Ave NW,Customer
1581906,6/18/2017 6:47,6/18/2017 6:53,385.057,15th & Euclid St  NW,10th & U St NW,Subscriber
82247,1/17/2017 17:56,1/17/2017 18:12,988.353,25th St & Pennsylvania Ave NW,7th & T St NW,Subscriber
1570010,6/17/2017 7:01,6/17/2017 7:07,404.152,Rhode Island Ave & V St NE,7th & T St NW,Subscriber
144207,1/27/2017 6:56,1/27/2017 7:00,292.963,Connecticut & Nebraska Ave NW,Van Ness Metro / UDC,Subscriber
411196,3/2/2017 7:59,3/2/2017 8:13,864.726,4th & Kennedy St NW,1st & Rhode Island Ave NW,Subscriber
341821,2/22/2017 16:59,2/22/2017 17:14,901.547,Maryland & Independence Ave SW,4th & East Capitol St NE,Subscriber
446817,3/7/2017 10:33,3/7/2017 10:56,1356.92,4th & W St NE,17th & G St NW,Subscriber
620608,3/29/2017 7:40,3/29/2017 7:44,231.896,11th & M St NW,11th & F St NW,Subscriber
661342,4/2/2017 4:13,4/2/2017 4:18,260.909,Georgia & Missouri Ave NW,Georgia Ave & Emerson St NW,Subscriber
1487062,6/10/2017 12:46,6/10/2017 12:51,319.267,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Subscriber
1001196,4/30/2017 2:32,4/30/2017 3:00,1648.897,S Stafford & 34th St S,S Stafford & 34th St S,Customer
473061,3/9/2017 18:20,3/9/2017 18:38,1092.255,15th & P St NW,4th & W St NE,Subscriber
18163,1/5/2017 8:46,1/5/2017 8:53,460.012,10th & Florida Ave NW,17th St & Massachusetts Ave NW,Subscriber
463977,3/9/2017 7:28,3/9/2017 7:44,933.315,14th & R St NW,1st & Washington Hospital Center NW,Subscriber
1339572,5/30/2017 11:27,5/30/2017 1:11,6207.086,Constitution Ave & 2nd St NW/DOL,Jefferson Dr & 14th St SW,Customer
1605690,6/20/2017 7:50,6/20/2017 7:57,433.59,3rd & H St NE,Constitution Ave & 2nd St NW/DOL,Subscriber
18662,1/5/2017 9:36,1/5/2017 9:49,739.636,20th St & Florida Ave NW,New York Ave & 15th St NW,Subscriber
1107878,5/9/2017 12:19,5/9/2017 12:39,1198.103,S Joyce & Army Navy Dr,22nd St & Constitution Ave NW,Subscriber
1071329,5/6/2017 5:15,5/6/2017 5:52,2200.602,Lincoln Memorial,20th & O St NW / Dupont South,Customer
825962,4/15/2017 2:16,4/15/2017 2:25,528.022,4th & D St NW / Judiciary Square,1st & M St NE,Subscriber
595926,3/26/2017 16:31,3/26/2017 17:38,4014.972,L'Enfant Plaza / 7th & C St SW,L'Enfant Plaza / 7th & C St SW,Customer
500638,3/15/2017 11:38,3/15/2017 14:31,10389.708,Tenleytown / Wisconsin Ave & Albemarle St NW,Tenleytown / Wisconsin Ave & Albemarle St NW,Subscriber
1146991,5/14/2017 6:00,5/14/2017 6:28,1679.256,Metro Center / 12th & G St NW,4th St & Madison Dr NW,Subscriber
95313,1/19/2017 15:45,1/19/2017 15:50,297.367,1st & O St NW,7th & R St NW / Shaw Library,Subscriber
181075,2/1/2017 18:13,2/1/2017 18:20,415.06,11th & F St NW,11th & M St NW,Subscriber
774768,4/11/2017 9:08,4/11/2017 10:11,3796.577,L'Enfant Plaza / 7th & C St SW,L'Enfant Plaza / 7th & C St SW,Subscriber
388224,2/27/2017 12:53,2/27/2017 12:57,243.548,20th & O St NW / Dupont South,New Hampshire Ave & T St NW,Subscriber
1706142,6/27/2017 9:42,6/27/2017 9:57,881.091,Hains Point/Buckeye & Ohio Dr SW,4th & D St NW / Judiciary Square,Customer
1328776,5/29/2017 12:01,5/29/2017 12:16,878.114,18th & R St NW,Potomac & M St NW,Subscriber
680053,4/3/2017 10:47,4/3/2017 10:53,355.547,Wilson Blvd & N Illinois St ,Ballston Metro / N Stuart & 9th St N,Subscriber
57124,1/12/2017 18:55,1/12/2017 19:04,549.495,10th & E St NW,2nd St & Massachusetts Ave NE,Subscriber
306448,2/19/2017 10:54,2/19/2017 11:14,1230.935,Massachusetts Ave & Dupont Circle NW,17th & G St NW,Customer
616950,3/28/2017 18:26,3/28/2017 18:52,1547.673,8th & D St NW,D St & Maryland Ave NE,Subscriber
401238,3/1/2017 5:49,3/1/2017 5:52,223.878,11th & F St NW,5th & F St NW,Subscriber
1194555,5/18/2017 4:08,5/18/2017 4:11,171.602,New Hampshire Ave & 24th St NW,21st & M St NW,Subscriber
619971,3/29/2017 6:44,3/29/2017 6:48,232.587,1st & M St NE,2nd & G St NE,Subscriber
727133,4/8/2017 5:22,4/8/2017 5:30,506.644,M St & Delaware Ave NE,5th & K St NW,Subscriber
138792,1/26/2017 11:04,1/26/2017 11:07,141.028,Calvert St & Woodley Pl NW,Adams Mill & Columbia Rd NW,Subscriber
1558492,6/16/2017 7:42,6/16/2017 7:50,500.163,8th & O St NW,11th & S St NW,Subscriber
1320364,5/29/2017 3:39,5/29/2017 4:47,4113.363,Thomas Circle,C & O Canal & Wisconsin Ave NW,Customer
1132917,5/13/2017 1:17,5/13/2017 1:26,579.477,Georgia & New Hampshire Ave NW,14th & V St NW,Subscriber
367360,2/24/2017 17:50,2/24/2017 17:54,252.493,Convention Center / 7th & M St NW,8th & H St NW,Subscriber
1174130,5/16/2017 7:37,5/16/2017 7:52,914.198,Hains Point/Buckeye & Ohio Dr SW,14th & G St NW,Customer
98394,1/19/2017 21:37,1/19/2017 21:48,634.199,Eastern Market Metro / Pennsylvania Ave & 7th St SE,3rd & D St SE,Subscriber
249367,2/11/2017 12:07,2/11/2017 12:28,1288.32,D St & Maryland Ave NE,Maryland & Independence Ave SW,Customer
1353586,6/1/2017 2:48,6/1/2017 3:13,1478.439,Reston Station,Reston Regional Library,Customer
1682345,6/26/2017 4:45,6/26/2017 5:12,1671.126,6th St & Indiana Ave NW,Connecticut Ave & Newark St NW / Cleveland Park,Subscriber
370592,2/25/2017 0:43,2/25/2017 1:04,1252.871,2nd & G St NE,4th & M St SW,Subscriber
771002,4/11/2017 7:15,4/11/2017 7:22,440.1,Wisconsin Ave & Newark St NW,Tenleytown / Wisconsin Ave & Albemarle St NW,Subscriber
564429,3/23/2017 18:53,3/23/2017 18:58,270.75,16th & K St NW,8th & H St NW,Subscriber
170581,1/31/2017 15:00,1/31/2017 15:05,310.116,US Dept of State / Virginia Ave & 21st St NW,20th & L St NW,Subscriber
595600,3/26/2017 15:54,3/26/2017 16:23,1757.613,S Glebe & Potomac Ave,Jefferson Memorial,Subscriber
153252,1/28/2017 14:11,1/28/2017 14:17,333.125,Adams Mill & Columbia Rd NW,20th St & Florida Ave NW,Subscriber
590812,3/25/2017 22:44,3/25/2017 23:12,1674.396,Lincoln Memorial,Constitution Ave & 2nd St NW/DOL,Customer
1180391,5/17/2017 1:51,5/17/2017 2:05,806.69,4th & M St SW,North Capitol St & G Pl NE,Subscriber
1362523,6/1/2017 8:41,6/1/2017 8:51,606.591,M St & Pennsylvania Ave NW,20th St & Florida Ave NW,Subscriber
418747,3/3/2017 7:33,3/3/2017 7:39,313,2nd St & Massachusetts Ave NE,1st & M St NE,Subscriber
41302,1/10/2017 18:35,1/10/2017 18:39,223.099,21st & I St NW,25th St & Pennsylvania Ave NW,Subscriber
413370,3/2/2017 12:25,3/2/2017 12:36,621.508,14th & D St SE,M St & New Jersey Ave SE,Subscriber
50116,1/12/2017 7:12,1/12/2017 7:20,474.677,New Hampshire Ave & T St NW,17th & K St NW,Subscriber
593247,3/26/2017 12:05,3/26/2017 12:10,271.276,D St & Maryland Ave NE,D St & Maryland Ave NE,Customer
1590723,6/19/2017 6:14,6/19/2017 6:22,459.356,King St Metro South,Prince St & Union St,Subscriber
760501,4/10/2017 9:45,4/10/2017 11:40,6888.805,Powhatan St & Bashford Ln,Jefferson Dr & 14th St SW,Customer
680385,4/3/2017 11:22,4/3/2017 11:27,247.327,3rd & D St SE,1st & K St SE,Subscriber
1259020,5/23/2017 7:46,5/23/2017 7:57,671.879,M St & Delaware Ave NE,1st & Rhode Island Ave NW,Subscriber
113663,1/22/2017 11:33,1/22/2017 11:35,161.193,Wilson Blvd & Franklin Rd,Lee Hwy & N Cleveland St,Subscriber
814038,4/14/2017 5:36,4/14/2017 5:44,488.27,15th & K St NW,21st & I St NW,Subscriber
546479,3/21/2017 18:25,3/21/2017 19:15,2992.516,Radford & Osage St,Radford & Osage St,Customer
537818,3/20/2017 20:49,3/20/2017 20:55,372.967,14th & V St NW,18th & R St NW,Subscriber
737183,4/9/2017 2:49,4/9/2017 5:05,8108.486,Jefferson Memorial,17th St & Independence Ave SW,Customer
403127,3/1/2017 8:38,3/1/2017 9:01,1381.57,Walter Reed Community Center / Walter Reed Dr & 16th St S,Wilson Blvd & N Quincy St,Subscriber
1590946,6/19/2017 6:26,6/19/2017 6:59,1984.847,L'Enfant Plaza / 7th & C St SW,Lynn & 19th St North,Subscriber
51631,1/12/2017 8:52,1/12/2017 8:55,144.151,Thomas Circle,15th & P St NW,Subscriber
251896,2/11/2017 16:01,2/11/2017 16:13,685.798,Lamont & Mt Pleasant NW,18th St & Wyoming Ave NW,Subscriber
34751,1/9/2017 16:30,1/9/2017 16:41,685.584,US Dept of State / Virginia Ave & 21st St NW,L'Enfant Plaza / 7th & C St SW,Subscriber
1409054,6/5/2017 5:10,6/5/2017 5:13,165.859,Thomas Circle,14th & R St NW,Subscriber
1447613,6/8/2017 5:21,6/8/2017 5:38,1010.827,1st & Rhode Island Ave NW,John McCormack Dr & Michigan Ave NE,Subscriber
1419747,6/6/2017 4:23,6/6/2017 4:35,727.305,Washington & Independence Ave SW/HHS,2nd & G St NE,Subscriber
10158,1/4/2017 7:39,1/4/2017 7:50,650.307,New Jersey Ave & R St NW,18th & M St NW,Subscriber
864589,4/18/2017 1:27,4/18/2017 1:31,256.242,Lincoln Park / 13th & East Capitol St NE ,D St & Maryland Ave NE,Subscriber
468850,3/9/2017 14:29,3/9/2017 15:02,2000.974,Lincoln Memorial,10th St & Constitution Ave NW,Customer
835949,4/15/2017 9:37,4/15/2017 10:23,2719.495,Bethesda Ave & Arlington Rd,47th & Elm St,Customer
1660947,6/24/2017 9:20,6/24/2017 9:43,1367.264,Eastern Market Metro / Pennsylvania Ave & 7th St SE,4th St & Madison Dr NW,Customer
96018,1/19/2017 17:05,1/19/2017 17:12,387.548,3rd & Elm St NW,7th & R St NW / Shaw Library,Subscriber
458927,3/8/2017 16:58,3/8/2017 17:04,332.919,Park Rd & Holmead Pl NW,Georgia & New Hampshire Ave NW,Subscriber
354296,2/23/2017 17:53,2/23/2017 18:09,904.708,6th & Water St SW / SW Waterfront,North Capitol St & F St NW,Subscriber
780970,4/12/2017 4:32,4/12/2017 4:48,997.795,Minnesota Ave Metro/DOES,Benning Branch Library,Subscriber
163014,1/30/2017 9:08,1/30/2017 9:21,772.13,5th & K St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Subscriber
730124,4/8/2017 9:00,4/8/2017 9:07,373.318,18th & R St NW,15th & P St NW,Subscriber
458172,3/8/2017 16:06,3/8/2017 16:23,1021.712,Lincoln Memorial,4th St & Madison Dr NW,Customer
1169082,5/16/2017 4:53,5/16/2017 5:00,427.807,11th & Kenyon St NW,14th & V St NW,Subscriber
647215,4/1/2017 1:40,4/1/2017 1:44,226.213,1st & O St NW,8th & O St NW,Subscriber
859802,4/17/2017 7:14,4/17/2017 7:29,863.714,US Dept of State / Virginia Ave & 21st St NW,10th & K St NW,Subscriber
1567183,6/17/2017 4:10,6/17/2017 4:17,423.255,10th & U St NW,Rhode Island & Connecticut Ave NW,Subscriber
1421449,6/6/2017 5:34,6/6/2017 5:40,370.085,Columbus Circle / Union Station,11th & H St NE,Subscriber
1365673,6/1/2017 12:15,6/1/2017 12:27,696.958,Jefferson Memorial,Hains Point/Buckeye & Ohio Dr SW,Subscriber
1714897,6/28/2017 6:30,6/28/2017 6:43,788.39,4th & East Capitol St NE,3rd & G St SE,Subscriber
138317,1/26/2017 9:22,1/26/2017 9:31,526.314,Adams Mill & Columbia Rd NW,17th St & Massachusetts Ave NW,Subscriber
1515873,6/13/2017 6:12,6/13/2017 6:26,820.606,5th & K St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Subscriber
1067007,5/5/2017 7:59,5/5/2017 8:27,1678.898,15th & Euclid St  NW,3rd St & Pennsylvania Ave SE,Subscriber
1106705,5/9/2017 10:11,5/9/2017 10:26,930.281,11th & S St NW,Gallaudet / 8th St & Florida Ave NE,Subscriber
244278,2/10/2017 13:06,2/10/2017 13:16,605.319,Thomas Circle,7th & F St NW/Portrait Gallery,Customer
870895,4/18/2017 6:41,4/18/2017 6:49,491.154,19th & East Capitol St SE,13th & H St NE,Subscriber
1065797,5/5/2017 6:28,5/5/2017 6:36,475.831,14th & R St NW,7th & R St NW / Shaw Library,Subscriber
780312,4/12/2017 3:52,4/12/2017 4:20,1667.835,23rd & E St NW ,4th St & Madison Dr NW,Customer
1480899,6/10/2017 8:24,6/10/2017 8:49,1510.596,Georgetown Harbor / 30th St NW,Georgetown Harbor / 30th St NW,Customer
276576,2/15/2017 13:40,2/15/2017 13:48,457.117,Columbia Rd & Georgia Ave NW,Adams Mill & Columbia Rd NW,Subscriber
1062090,5/5/2017 1:50,5/5/2017 1:59,568.95,USDA / 12th & Independence Ave SW,18th St & Pennsylvania Ave NW,Subscriber
139289,1/26/2017 12:39,1/26/2017 12:49,628.23,4th & M St SW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
581149,3/25/2017 13:37,3/25/2017 15:27,6593.215,USDA / 12th & Independence Ave SW,C & O Canal & Wisconsin Ave NW,Customer
999326,4/30/2017 1:11,4/30/2017 1:24,765.252,Massachusetts Ave & Dupont Circle NW,18th St & Wyoming Ave NW,Subscriber
1399028,6/4/2017 5:27,6/4/2017 6:29,3723.055,King St Metro North / Cameron St,Prince St & Union St,Customer
1070709,5/6/2017 4:07,5/6/2017 4:26,1176.136,Massachusetts Ave & Dupont Circle NW,8th & F St NW,Subscriber
1290830,5/26/2017 8:25,5/26/2017 9:04,2309.473,L'Enfant Plaza / 7th & C St SW,14th & D St NW / Ronald Reagan Building,Customer
892362,4/20/2017 4:32,4/20/2017 4:54,1307.491,Market Square / King St & Royal St,Saint Asaph & Madison St,Subscriber
429575,3/4/2017 19:12,3/4/2017 19:23,650.271,Adams Mill & Columbia Rd NW,17th & K St NW,Subscriber
664531,4/2/2017 6:47,4/2/2017 7:03,935.31,18th St & Pennsylvania Ave NW,8th & H St NW,Customer
1726336,6/29/2017 4:44,6/29/2017 4:53,544.527,14th & D St NW / Ronald Reagan Building,Jefferson Memorial,Subscriber
32773,1/9/2017 7:57,1/9/2017 8:07,633.114,1st & Rhode Island Ave NW,5th & F St NW,Subscriber
1682039,6/26/2017 4:30,6/26/2017 4:44,889.101,20th & E St NW,5th St & Massachusetts Ave NW,Subscriber
1421876,6/6/2017 5:45,6/6/2017 5:52,398.797,14th & G St NW,15th & M St NW,Subscriber
472154,3/9/2017 17:44,3/9/2017 17:54,632.647,Connecticut Ave & Newark St NW / Cleveland Park,20th St & Florida Ave NW,Subscriber
570212,3/24/2017 15:57,3/24/2017 16:04,372.978,Columbus Circle / Union Station,13th & H St NE,Subscriber
1266733,5/24/2017 5:39,5/24/2017 5:55,958.273,22nd St & Constitution Ave NW,17th & Corcoran St NW,Subscriber
1372077,6/2/2017 6:26,6/2/2017 6:41,922.972,21st St & Pennsylvania Ave NW,11th & O St NW,Subscriber
974889,4/28/2017 5:34,4/28/2017 5:41,422.711,Florida Ave & R St NW,8th & O St NW,Subscriber
1136213,5/13/2017 5:55,5/13/2017 6:17,1363.435,Jefferson Memorial,1st & N St  SE,Customer
