,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
1430156,6/23/2017 18:50,6/23/2017 18:53,206,Racine Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,Subscriber,Male,1988
457653,4/5/2017 8:24,4/5/2017 8:28,200,Franklin St & Jackson Blvd,State St & Van Buren St,Subscriber,Male,1978
377242,3/21/2017 18:36,3/21/2017 18:52,957,Green St & Madison St,Noble St & Milwaukee Ave,Subscriber,Male,1971
233567,2/21/2017 14:18,2/21/2017 14:29,664,Morgan St & Lake St,Franklin St & Chicago Ave,Subscriber,Male,1980
373576,3/21/2017 10:17,3/21/2017 10:25,462,McClurg Ct & Illinois St,Michigan Ave & Oak St,Subscriber,Female,1970
1352933,6/19/2017 11:24,6/19/2017 11:32,508,Indiana Ave & 26th St,State St & 35th St,Subscriber,Male,1990
1101126,6/4/2017 6:57,6/4/2017 8:22,5099,Michigan Ave & Oak St,Michigan Ave & Oak St,Customer,,
637029,4/23/2017 15:29,4/23/2017 15:46,1023,McClurg Ct & Erie St,Lake Shore Dr & North Blvd,Customer,,
1023895,5/30/2017 16:22,5/30/2017 16:35,793,Damen Ave & Clybourn Ave,Sheffield Ave & Willow St,Subscriber,Male,1993
517279,4/12/2017 11:11,4/12/2017 11:24,812,Michigan Ave & Congress Pkwy,Field Museum,Customer,,
945789,5/24/2017 21:02,5/24/2017 21:10,447,Ogden Ave & Chicago Ave,Wood St & Milwaukee Ave,Subscriber,Male,1989
565233,4/16/2017 17:39,4/16/2017 17:46,424,Sheffield Ave & Kingsbury St,Wells St & Elm St,Subscriber,Male,1990
403927,3/26/2017 17:16,3/26/2017 17:26,601,Michigan Ave & Lake St,Rush St & Superior St,Subscriber,Male,1984
1269214,6/13/2017 19:05,6/13/2017 19:29,1407,Michigan Ave & Oak St,Southport Ave & Roscoe St,Subscriber,Male,1991
1155323,6/7/2017 12:43,6/7/2017 13:08,1496,Orleans St & Merchandise Mart Plaza,Wentworth Ave & Archer Ave,Subscriber,Male,1985
238176,2/21/2017 20:46,2/21/2017 21:09,1389,Clark St & Elm St,Damen Ave & Augusta Blvd,Subscriber,Male,1984
865255,5/17/2017 4:40,5/17/2017 4:53,773,Rush St & Hubbard St,Dusable Harbor,Customer,,
1380053,6/20/2017 21:39,6/20/2017 21:46,372,Wood St & Milwaukee Ave,Damen Ave & Chicago Ave,Subscriber,Female,1990
237304,2/21/2017 18:42,2/21/2017 18:55,744,Central St & Girard Ave,University Library (NU),Subscriber,Female,1977
781316,5/10/2017 17:14,5/10/2017 17:28,858,Michigan Ave & Jackson Blvd,Canal St & Monroe St (*),Customer,,
4202,1/3/2017 7:34,1/3/2017 7:44,583,Larrabee St & Kingsbury St,St. Clair St & Erie St,Subscriber,Female,1989
74462,1/23/2017 9:05,1/23/2017 9:08,198,Clinton St & Lake St,Kingsbury St & Kinzie St,Subscriber,Male,1972
534877,4/14/2017 14:37,4/14/2017 14:50,803,Clinton St & Tilden St,Wabash Ave & 16th St,Subscriber,Male,1990
256424,2/24/2017 9:12,2/24/2017 9:18,372,Sheffield Ave & Willow St,Sheffield Ave & Fullerton Ave,Subscriber,Female,1990
1170133,6/8/2017 9:12,6/8/2017 9:20,502,McClurg Ct & Erie St,Wells St & Huron St,Subscriber,Male,1954
1502513,6/27/2017 18:37,6/27/2017 19:22,2695,Adler Planetarium,Daley Center Plaza,Customer,,
1244298,6/12/2017 11:49,6/12/2017 12:00,652,Damen Ave & Pierce Ave,Ogden Ave & Chicago Ave,Subscriber,Male,1988
798437,5/12/2017 11:28,5/12/2017 11:30,142,Green St & Madison St,Aberdeen St & Monroe St,Subscriber,Male,1987
966373,5/26/2017 15:34,5/26/2017 15:45,677,Daley Center Plaza,Green St & Randolph St,Subscriber,Female,1990
1113753,6/4/2017 18:35,6/4/2017 18:44,530,Damen Ave & Augusta Blvd,Wood St & Hubbard St,Subscriber,Male,1979
368121,3/20/2017 15:40,3/20/2017 15:48,446,Orleans St & Merchandise Mart Plaza,LaSalle St & Jackson Blvd,Subscriber,Female,1981
897223,5/19/2017 13:52,5/19/2017 14:00,491,Racine Ave (May St) & Fulton St,Clinton St & Lake St,Subscriber,Female,1949
1207131,6/10/2017 11:40,6/10/2017 12:32,3071,Fort Dearborn Dr & 31st St,Millennium Park,Customer,,
1345070,6/18/2017 18:59,6/18/2017 19:06,464,Pine Grove Ave & Waveland Ave,Broadway & Barry Ave,Customer,,
1488764,6/27/2017 7:10,6/27/2017 7:31,1284,Sheffield Ave & Willow St,Millennium Park,Subscriber,Female,1965
361064,3/19/2017 11:12,3/19/2017 11:28,963,Lake Shore Dr & Wellington Ave,Lake Shore Dr & Wellington Ave,Subscriber,Male,1948
25811,1/10/2017 17:56,1/10/2017 18:06,576,Franklin St & Lake St,Stetson Ave & South Water St,Subscriber,Female,1990
621367,4/22/2017 0:57,4/22/2017 1:16,1105,Racine Ave & 18th St,Wentworth Ave & Archer Ave,Subscriber,Male,1961
960268,5/26/2017 7:55,5/26/2017 8:08,816,Wells St & Elm St,Canal St & Monroe St (*),Subscriber,Male,1986
1342591,6/18/2017 17:01,6/18/2017 17:48,2840,Michigan Ave & Madison St,Adler Planetarium,Customer,,
885268,5/18/2017 13:48,5/18/2017 13:56,450,Ellis Ave & 53rd St,Ellis Ave & 60th St,Subscriber,Female,1993
316606,3/8/2017 7:05,3/8/2017 7:16,612,Rush St & Hubbard St,Franklin St & Quincy St,Subscriber,Male,1986
79975,1/24/2017 8:32,1/24/2017 9:00,1695,Sheffield Ave & Webster Ave,Franklin St & Monroe St,Subscriber,Male,1971
545958,4/15/2017 13:17,4/15/2017 13:39,1330,Adler Planetarium,Adler Planetarium,Customer,,
72026,1/22/2017 16:39,1/22/2017 16:42,233,Desplaines St & Kinzie St,Green St & Randolph St,Subscriber,Male,1982
1479743,6/26/2017 16:27,6/26/2017 16:52,1501,Stockton Dr & Wrightwood Ave,Clark St & Leland Ave,Subscriber,Male,1967
1207380,6/10/2017 11:50,6/10/2017 14:55,11101,Lake Shore Dr & Belmont Ave,Theater on the Lake,Customer,,
408882,3/27/2017 17:16,3/27/2017 17:30,861,Michigan Ave & Lake St,Michigan Ave & Washington St,Customer,,
1376576,6/20/2017 18:12,6/20/2017 18:24,701,California Ave & Montrose Ave,Sheridan Rd & Montrose Ave,Subscriber,Male,1986
504022,4/10/2017 17:37,4/10/2017 17:59,1310,Dayton St & North Ave,Campbell Ave & Fullerton Ave,Subscriber,Male,1977
1346735,6/18/2017 20:57,6/18/2017 21:08,629,Spaulding Ave & Division St,Western Ave & Walton St,Subscriber,Male,1987
787043,5/11/2017 13:03,5/11/2017 13:28,1515,Damen Ave & Division St,Daley Center Plaza,Subscriber,Male,1949
422059,3/29/2017 17:27,3/29/2017 17:40,748,Michigan Ave & Jackson Blvd,Burnham Harbor,Subscriber,Male,1982
647455,4/24/2017 14:32,4/24/2017 14:49,991,State St & Pearson St,Canal St & Adams St,Subscriber,Male,1951
982049,5/27/2017 19:01,5/27/2017 19:16,870,Damen Ave & Wellington Ave,Leavitt St & North Ave,Subscriber,Male,1990
1127622,6/5/2017 17:18,6/5/2017 17:46,1663,Lincoln Ave & Winona St,Sheridan Rd & Buena Ave,Subscriber,Female,1988
719213,5/3/2017 15:02,5/3/2017 15:13,634,MLK Jr Dr & 29th St,Emerald Ave & 31st St,Subscriber,Male,1994
907901,5/21/2017 11:53,5/21/2017 12:17,1470,Millennium Park,Fairbanks Ct & Grand Ave,Customer,,
395756,3/24/2017 15:32,3/24/2017 15:47,923,Sangamon St & Washington Blvd (*),Ashland Ave & Division St,Subscriber,Male,1992
1216692,6/10/2017 17:49,6/10/2017 18:18,1756,Millennium Park,Shedd Aquarium,Customer,,
1544939,6/30/2017 16:18,6/30/2017 16:26,448,Wood St & Milwaukee Ave,Ashland Ave & Division St,Customer,,
1216725,6/10/2017 17:50,6/10/2017 17:54,251,Sheridan Rd & Montrose Ave,Sheridan Rd & Irving Park Rd,Subscriber,Male,1995
396764,3/24/2017 16:22,3/24/2017 17:00,2290,Theater on the Lake,Wood St & Division St,Customer,,
1052111,6/1/2017 12:56,6/1/2017 13:21,1527,Lake Shore Dr & Monroe St,Burnham Harbor,Customer,,
1155657,6/7/2017 13:07,6/7/2017 13:12,288,Greenview Ave & Diversey Pkwy,Sheffield Ave & Wrightwood Ave,Subscriber,Male,1996
1158728,6/7/2017 16:35,6/7/2017 16:48,792,Clark St & Winnemac Ave,Clarendon Ave & Gordon Ter,Subscriber,Male,1979
1037092,5/31/2017 14:12,5/31/2017 14:24,722,Clinton St & Washington Blvd,State St & Van Buren St,Subscriber,Male,1992
1518278,6/28/2017 19:40,6/28/2017 19:51,644,Wells St & Elm St,Clinton St & Lake St,Subscriber,Male,1986
617676,4/21/2017 16:08,4/21/2017 16:32,1464,Franklin St & Quincy St,Lakeview Ave & Fullerton Pkwy,Subscriber,Male,1989
612750,4/21/2017 7:10,4/21/2017 7:16,357,Desplaines St & Kinzie St,Clinton St & Jackson Blvd,Subscriber,Male,1985
529804,4/13/2017 21:45,4/13/2017 21:50,283,Calumet Ave & 33rd St,State St & 33rd St,Customer,,
183697,2/16/2017 14:35,2/16/2017 14:40,243,Michigan Ave & Lake St,Dearborn St & Monroe St,Subscriber,Male,1967
1008262,5/29/2017 15:33,5/29/2017 15:48,871,Western Ave & Walton St,Logan Blvd & Elston Ave,Subscriber,Male,1995
1516808,6/28/2017 18:22,6/28/2017 18:34,739,Wells St & Concord Ln,Broadway & Barry Ave,Subscriber,Female,1990
413606,3/28/2017 12:59,3/28/2017 13:08,507,Ashland Ave & 13th St,Damen Ave & Cullerton St,Subscriber,Male,1955
418160,3/29/2017 7:33,3/29/2017 7:36,172,Paulina Ave & North Ave,Marshfield Ave & Cortland St,Subscriber,Male,1989
1125452,6/5/2017 15:53,6/5/2017 16:04,648,Campbell Ave & North Ave,Central Park Ave & North Ave,Customer,,
143706,2/8/2017 13:33,2/8/2017 13:38,274,Lincoln Ave & Fullerton Ave,Lakeview Ave & Fullerton Pkwy,Subscriber,Male,1985
213662,2/19/2017 13:07,2/19/2017 13:32,1475,Clinton St & Jackson Blvd,Rush St & Cedar St,Customer,,
1328620,6/17/2017 18:14,6/17/2017 18:20,365,Broadway & Barry Ave,Sheffield Ave & Wellington Ave,Subscriber,Female,1957
1002812,5/29/2017 11:52,5/29/2017 12:15,1368,Wood St & Milwaukee Ave,Canal St & Adams St,Subscriber,Female,1992
686455,4/27/2017 18:55,4/27/2017 19:06,622,Morgan St & Polk St,Blue Island Ave & 18th St,Subscriber,Male,1991
340290,3/13/2017 16:41,3/13/2017 17:02,1276,Spaulding Ave & Armitage Ave,Drake Ave & Fullerton Ave,Subscriber,Female,1994
162843,2/13/2017 6:50,2/13/2017 6:55,358,Western Ave & Walton St,Leavitt St & North Ave,Subscriber,Male,1981
728935,5/4/2017 15:37,5/4/2017 15:43,374,Hermitage Ave & Polk St,Racine Ave & Congress Pkwy,Subscriber,Male,1974
798470,5/12/2017 11:32,5/12/2017 11:40,461,Mies van der Rohe Way & Chicago Ave,Rush St & Cedar St,Subscriber,Male,1985
254138,2/23/2017 17:37,2/23/2017 17:44,444,Sheridan Rd & Montrose Ave,Sheridan Rd & Irving Park Rd,Subscriber,Male,1986
1026968,5/30/2017 18:00,5/30/2017 18:06,401,Southport Ave & Clybourn Ave,Damen Ave & Charleston St,Subscriber,Female,1986
923239,5/22/2017 16:01,5/22/2017 16:18,1046,Wabash Ave & Grand Ave,Streeter Dr & Grand Ave,Customer,,
697807,4/29/2017 10:25,4/29/2017 10:34,495,Canal St & Taylor St,Morgan Ave & 14th Pl,Subscriber,Male,1988
1506264,6/27/2017 23:32,6/27/2017 23:39,421,Wilton Ave & Belmont Ave,Broadway & Cornelia Ave,Subscriber,Male,1959
1436443,6/24/2017 10:27,6/24/2017 10:40,740,Southport Ave & Wellington Ave,Wells St & Concord Ln,Subscriber,Male,1987
296287,3/4/2017 23:51,3/4/2017 23:55,275,Dearborn St & Erie St,McClurg Ct & Erie St,Subscriber,Male,1985
1294649,6/15/2017 17:36,6/15/2017 18:07,1851,Stockton Dr & Wrightwood Ave,LaSalle St & Washington St,Customer,,
1152850,6/7/2017 8:50,6/7/2017 8:57,471,Canal St & Adams St,Michigan Ave & Washington St,Subscriber,Male,1976
286019,3/2/2017 16:42,3/2/2017 16:56,838,Wood St & Taylor St,Green St & Randolph St,Subscriber,Male,1990
883951,5/18/2017 11:49,5/18/2017 11:54,330,Sheffield Ave & Waveland Ave,Clark St & Wellington Ave,Subscriber,Male,1986
411034,3/28/2017 5:57,3/28/2017 6:03,362,Clinton St & Lake St,Kingsbury St & Kinzie St,Subscriber,Male,1986
901558,5/20/2017 15:13,5/20/2017 15:31,1035,Clark St & Randolph St,Wolcott Ave & Polk St,Subscriber,Male,1991
1183177,6/8/2017 21:07,6/8/2017 21:09,103,Sheffield Ave & Willow St,Halsted St & Willow St,Subscriber,Male,1993
48444,1/18/2017 7:54,1/18/2017 8:18,1441,California Ave & Division St,Troy St & Elston Ave,Subscriber,Female,1985
449559,4/3/2017 21:03,4/3/2017 21:09,367,State St & Van Buren St,Indiana Ave & Roosevelt Rd,Subscriber,Male,1962
52386,1/18/2017 19:16,1/18/2017 19:24,481,Wacker Dr & Washington St,State St & Harrison St,Subscriber,Male,1989
126946,2/4/2017 15:31,2/4/2017 15:36,300,Franklin St & Lake St,Desplaines St & Kinzie St,Subscriber,Male,1987
1306253,6/16/2017 13:47,6/16/2017 14:09,1331,Fort Dearborn Dr & 31st St,Shedd Aquarium,Customer,,
354282,3/17/2017 15:40,3/17/2017 15:50,563,State St & Randolph St,Clinton St & Jackson Blvd,Subscriber,Male,1955
1132603,6/5/2017 21:59,6/5/2017 22:18,1188,Clifton Ave & Lawrence Ave,Broadway & Barry Ave,Subscriber,Male,1986
234547,2/21/2017 16:20,2/21/2017 16:44,1426,LaSalle St & Jackson Blvd,Wood St & Milwaukee Ave,Subscriber,Male,1982
1208170,6/10/2017 12:19,6/10/2017 12:25,390,Wabash Ave & Grand Ave,Kingsbury St & Erie St,Subscriber,Female,1983
1077543,6/2/2017 18:49,6/2/2017 19:02,830,Theater on the Lake,Wilton Ave & Diversey Pkwy,Customer,,
917109,5/22/2017 8:11,5/22/2017 8:30,1149,Indiana Ave & 26th St,Michigan Ave & Jackson Blvd,Subscriber,Male,1990
755908,5/7/2017 18:31,5/7/2017 18:51,1221,Rush St & Superior St,Ashland Ave & Blackhawk St,Subscriber,Female,1985
1268424,6/13/2017 18:27,6/13/2017 18:30,163,Sedgwick St & North Ave,Larrabee St & Menomonee St,Subscriber,Male,1983
26186,1/10/2017 19:07,1/10/2017 19:13,329,Larrabee St & Division St,Clark St & Elm St,Subscriber,Male,1987
414142,3/28/2017 15:08,3/28/2017 15:19,681,Clarendon Ave & Junior Ter,Broadway & Barry Ave,Subscriber,Male,1963
328661,3/9/2017 20:25,3/9/2017 20:31,322,Larrabee St & Menomonee St,Clybourn Ave & Division St,Subscriber,Female,1981
1022507,5/30/2017 14:35,5/30/2017 14:46,646,Desplaines St & Jackson Blvd,Loomis St & Taylor St (*),Subscriber,Female,1987
903992,5/20/2017 19:57,5/20/2017 19:58,63,Lake Shore Dr & Monroe St,Lake Shore Dr & Monroe St,Customer,,
1064094,6/2/2017 7:34,6/2/2017 7:48,836,Clinton St & Jackson Blvd,Wood St & Taylor St,Subscriber,Male,1984
176936,2/15/2017 8:55,2/15/2017 9:06,666,Canal St & Madison St,McClurg Ct & Illinois St,Subscriber,Female,1970
20825,1/9/2017 9:30,1/9/2017 9:48,1024,Clinton St & Tilden St,Wood St & Taylor St,Subscriber,Male,1974
152908,2/10/2017 15:30,2/10/2017 15:37,380,State St & Randolph St,Dearborn St & Erie St,Subscriber,Female,1973
1064088,6/2/2017 7:33,6/2/2017 8:09,2128,California Ave & Milwaukee Ave,Wacker Dr & Washington St,Subscriber,Female,1987
74841,1/23/2017 10:48,1/23/2017 11:00,724,Wentworth Ave & Archer Ave,Federal St & Polk St,Subscriber,Female,1986
937697,5/24/2017 7:41,5/24/2017 7:51,598,Kingsbury St & Erie St,Franklin St & Jackson Blvd,Subscriber,Male,1987
319172,3/8/2017 14:22,3/8/2017 14:26,282,Lake Shore Dr & Wellington Ave,Broadway & Barry Ave,Subscriber,Male,1974
664568,4/25/2017 17:46,4/25/2017 18:06,1221,Franklin St & Monroe St,Michigan Ave & Pearson St,Subscriber,Male,1964
69426,1/21/2017 21:36,1/21/2017 21:55,1177,Michigan Ave & 18th St,Wabash Ave & 16th St,Subscriber,Male,1989
22938,1/9/2017 19:06,1/9/2017 19:10,287,Wabash Ave & Roosevelt Rd,Wabash Ave & 16th St,Subscriber,Male,1982
1063489,6/2/2017 6:54,6/2/2017 7:13,1145,Blue Island Ave & 18th St,Indiana Ave & Roosevelt Rd,Subscriber,Male,1989
793984,5/11/2017 21:41,5/11/2017 21:46,342,Sheridan Rd & Irving Park Rd,Ashland Ave & Belle Plaine Ave,Subscriber,Female,1988
540522,4/15/2017 9:11,4/15/2017 9:36,1477,Central Park Ave & Elbridge Ave,Noble St & Milwaukee Ave,Subscriber,Male,1987
680665,4/27/2017 6:47,4/27/2017 6:54,422,Financial Pl & Congress Pkwy,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1977
991319,5/28/2017 14:47,5/28/2017 15:39,3133,Streeter Dr & Grand Ave,Shedd Aquarium,Customer,,
191179,2/17/2017 15:39,2/17/2017 15:48,508,Michigan Ave & Lake St,Canal St & Madison St,Subscriber,Male,1977
577575,4/17/2017 18:16,4/17/2017 18:35,1143,Larrabee St & Oak St,Wilton Ave & Belmont Ave,Subscriber,Male,1985
657902,4/25/2017 9:51,4/25/2017 9:56,265,McClurg Ct & Illinois St,St. Clair St & Erie St,Subscriber,Male,1964
102086,1/29/2017 17:44,1/29/2017 17:50,365,Clinton St & Polk St (*),Peoria St & Jackson Blvd,Subscriber,Male,1962
1144489,6/6/2017 17:36,6/6/2017 17:42,375,Peoria St & Jackson Blvd,Clinton St & Madison St,Subscriber,Female,1980
734634,5/5/2017 8:18,5/5/2017 8:29,682,Broadway & Ridge Ave,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1991
574190,4/17/2017 15:30,4/17/2017 15:45,873,Campbell Ave & Montrose Ave,Broadway & Argyle St,Subscriber,Male,1986
1520334,6/29/2017 6:08,6/29/2017 6:14,374,Clinton St & Washington Blvd,Aberdeen St & Jackson Blvd,Subscriber,Male,1968
323747,3/9/2017 8:02,3/9/2017 8:12,601,Elmwood Ave & Austin St,Benson Ave & Church St,Subscriber,Male,1981
1226177,6/11/2017 11:51,6/11/2017 12:09,1108,Michigan Ave & 14th St,Adler Planetarium,Subscriber,Female,1981
1086237,6/3/2017 12:16,6/3/2017 12:31,890,Calumet Ave & 18th St,Calumet Ave & 18th St,Customer,,
103482,1/30/2017 8:45,1/30/2017 8:50,270,Sangamon St & Washington Blvd (*),Jefferson St & Monroe St,Subscriber,Male,1984
101322,1/29/2017 12:00,1/29/2017 12:07,431,Sheridan Rd & Buena Ave,Broadway & Argyle St,Subscriber,Male,1984
670262,4/26/2017 7:57,4/26/2017 8:06,557,Field Blvd & South Water St,Dearborn St & Adams St,Subscriber,Male,1989
128929,2/5/2017 13:38,2/5/2017 13:56,1083,Lake Shore Dr & Monroe St,Lake Shore Dr & North Blvd,Subscriber,Male,1988
1482426,6/26/2017 17:36,6/26/2017 17:49,734,Canal St & Monroe St (*),Wabash Ave & 16th St,Subscriber,Male,1983
548111,4/15/2017 14:27,4/15/2017 14:41,861,Streeter Dr & Grand Ave,Dearborn St & Erie St,Customer,,
991430,5/28/2017 14:53,5/28/2017 15:17,1437,Broadway & Berwyn Ave,Lake Shore Dr & Wellington Ave,Customer,,
573240,4/17/2017 13:58,4/17/2017 14:11,751,Loomis St & Lexington St,LaSalle St & Adams St,Subscriber,Male,1985
396963,3/24/2017 16:30,3/24/2017 16:39,529,LaSalle St & Washington St,Federal St & Polk St,Subscriber,Male,1990
1522126,6/29/2017 8:01,6/29/2017 8:08,378,Indiana Ave & Roosevelt Rd,Michigan Ave & Jackson Blvd,Subscriber,Male,1985
315349,3/7/2017 19:19,3/7/2017 19:32,782,State St & Pearson St,Sheffield Ave & Willow St,Subscriber,Male,1991
440464,4/2/2017 11:17,4/2/2017 11:34,1020,Noble St & Milwaukee Ave,State St & Kinzie St,Subscriber,Female,1988
290162,3/3/2017 12:28,3/3/2017 12:37,565,State St & Pearson St,Franklin St & Monroe St,Subscriber,Male,1989
875471,5/17/2017 17:44,5/17/2017 17:52,465,State St & 35th St,Shields Ave & 31st St,Subscriber,Male,1995
96828,1/27/2017 15:52,1/27/2017 15:58,345,Broadway & Belmont Ave,Broadway & Waveland Ave,Subscriber,Male,1989
877382,5/17/2017 19:07,5/17/2017 19:36,1727,Michigan Ave & Oak St,Theater on the Lake,Subscriber,Female,1986
1326689,6/17/2017 16:11,6/17/2017 16:32,1265,Ada St & Washington Blvd,Millennium Park,Subscriber,Male,1988
1205579,6/10/2017 10:29,6/10/2017 11:06,2223,Lake Shore Dr & Monroe St,Lake Shore Dr & North Blvd,Customer,,
490474,4/9/2017 13:29,4/9/2017 13:55,1517,Montrose Harbor,Montrose Harbor,Customer,,
943090,5/24/2017 17:11,5/24/2017 17:18,422,Rush St & Hubbard St,Mies van der Rohe Way & Chicago Ave,Subscriber,Male,1986
1248639,6/12/2017 16:56,6/12/2017 17:04,469,LaSalle St & Illinois St,Clinton St & Madison St,Subscriber,Male,1993
336877,3/12/2017 10:10,3/12/2017 10:33,1372,Lake Shore Dr & Belmont Ave,Streeter Dr & Grand Ave,Subscriber,Male,1958
1319418,6/17/2017 10:58,6/17/2017 11:37,2306,Michigan Ave & Madison St,Burnham Harbor,Customer,,
621003,4/21/2017 21:27,4/21/2017 21:38,639,Lincoln Ave & Fullerton Ave,Broadway & Cornelia Ave,Subscriber,Female,1980
1307018,6/16/2017 14:33,6/16/2017 14:42,538,Kedzie Ave & Chicago Ave,Damen Ave & Chicago Ave,Subscriber,Male,1992
890571,5/18/2017 18:00,5/18/2017 18:03,212,Wells St & Concord Ln,Lake Shore Dr & North Blvd,Subscriber,Male,1991
1151560,6/7/2017 7:59,6/7/2017 8:06,396,Dearborn St & Erie St,Kingsbury St & Erie St,Subscriber,Male,1980
423269,3/29/2017 21:34,3/29/2017 21:43,572,Clark St & 9th St (AMLI),Canal St & Taylor St,Subscriber,Male,1984
1043219,5/31/2017 18:45,5/31/2017 18:57,726,McClurg Ct & Illinois St,Lake Shore Dr & North Blvd,Subscriber,Male,1991
807696,5/13/2017 0:20,5/13/2017 0:36,963,Damen Ave & Pierce Ave,Larrabee St & Armitage Ave,Subscriber,Male,1979
316922,3/8/2017 7:38,3/8/2017 7:42,256,Clinton St & Madison St,Franklin St & Jackson Blvd,Subscriber,Male,1957
1022743,5/30/2017 15:00,5/30/2017 15:06,352,Clark St & Congress Pkwy,Wabash Ave & Roosevelt Rd,Subscriber,Male,1962
876246,5/17/2017 18:10,5/17/2017 18:17,362,LaSalle St & Illinois St,Clinton St & Washington Blvd,Subscriber,Male,1960
1157248,6/7/2017 15:14,6/7/2017 15:27,746,Aberdeen St & Monroe St,Franklin St & Lake St,Subscriber,Female,1981
668424,4/25/2017 23:28,4/25/2017 23:33,306,Ellis Ave & 55th St,Woodlawn Ave & 55th St,Subscriber,Male,1980
43111,1/17/2017 6:45,1/17/2017 6:49,221,Clinton St & Jackson Blvd,Clinton St & Polk St (*),Subscriber,Male,1973
1419758,6/23/2017 10:58,6/23/2017 11:32,2036,Streeter Dr & Grand Ave,Lake Shore Dr & Diversey Pkwy,Customer,,
386918,3/23/2017 15:57,3/23/2017 16:04,414,Racine Ave & 13th St,Morgan Ave & 14th Pl,Subscriber,Female,1985
664328,4/25/2017 17:39,4/25/2017 17:47,444,Larrabee St & Kingsbury St,Clark St & Elm St,Subscriber,Male,1964
1521460,6/29/2017 7:35,6/29/2017 7:46,683,Clark St & Jarvis Ave,Glenwood Ave & Morse Ave,Subscriber,Male,1994
782643,5/10/2017 18:59,5/10/2017 19:12,818,Indiana Ave & Roosevelt Rd,Lake Shore Dr & Monroe St,Subscriber,Male,1993
490654,4/9/2017 13:37,4/9/2017 14:03,1557,Burnham Harbor,Shedd Aquarium,Customer,,
1460127,6/25/2017 13:42,6/25/2017 14:25,2544,Streeter Dr & Grand Ave,Lake Shore Dr & North Blvd,Customer,,
1227125,6/11/2017 12:31,6/11/2017 12:42,694,Streeter Dr & Grand Ave,Lake Shore Dr & Monroe St,Customer,,
535766,4/14/2017 15:47,4/14/2017 16:05,1098,Lake Shore Dr & Monroe St,Adler Planetarium,Subscriber,Female,1974
70385,1/22/2017 11:14,1/22/2017 11:24,630,St. Clair St & Erie St,Desplaines St & Kinzie St,Subscriber,Female,1967
1442588,6/24/2017 14:27,6/24/2017 14:39,704,LaSalle St & Illinois St,Streeter Dr & Grand Ave,Customer,,
296171,3/4/2017 21:28,3/4/2017 21:33,323,Halsted St & 21st St,Racine Ave & 18th St,Subscriber,Female,1992
455660,4/4/2017 18:12,4/4/2017 18:24,728,Sheffield Ave & Webster Ave,Lake Shore Dr & North Blvd,Subscriber,Female,1972
1165322,6/7/2017 20:57,6/7/2017 21:07,575,LaSalle St & Illinois St,Clinton St & Tilden St,Subscriber,Female,1995
493823,4/9/2017 15:44,4/9/2017 18:18,9271,LaSalle St & Jackson Blvd,Franklin St & Jackson Blvd,Customer,,
184931,2/16/2017 17:23,2/16/2017 17:42,1127,Calumet Ave & 35th St,Federal St & Polk St,Subscriber,Male,1985
192461,2/17/2017 16:51,2/17/2017 16:59,470,Michigan Ave & Washington St,Clinton St & Washington Blvd,Subscriber,Male,1977
1262767,6/13/2017 14:35,6/13/2017 14:40,291,Michigan Ave & Madison St,State St & Van Buren St,Subscriber,Male,1987
1218288,6/10/2017 19:04,6/10/2017 19:31,1640,Streeter Dr & Grand Ave,Shedd Aquarium,Customer,,
1538804,6/30/2017 10:02,6/30/2017 10:13,678,Morgan St & 18th St,Wood St & Taylor St,Subscriber,Male,1976
369787,3/20/2017 17:51,3/20/2017 18:04,814,Wabash Ave & Wacker Pl,Desplaines St & Jackson Blvd,Subscriber,Male,1974
274341,2/28/2017 8:37,2/28/2017 8:41,283,Kingsbury St & Kinzie St,Clinton St & Washington Blvd,Subscriber,Male,1966
283435,3/2/2017 7:45,3/2/2017 8:01,952,Loomis St & Jackson Blvd,LaSalle St & Jackson Blvd,Subscriber,Male,1975
745802,5/6/2017 14:51,5/6/2017 14:56,307,Clinton St & Roosevelt Rd,Wabash Ave & Roosevelt Rd,Subscriber,Male,1965
1540759,6/30/2017 12:44,6/30/2017 12:48,246,Broadway & Belmont Ave,Halsted St & Roscoe St,Subscriber,Male,1993
921175,5/22/2017 13:35,5/22/2017 13:43,456,Manor Ave & Leland Ave,Francisco Ave & Foster Ave,Subscriber,Female,1982
707927,5/2/2017 8:14,5/2/2017 8:19,326,Clinton St & Washington Blvd,Kingsbury St & Kinzie St,Subscriber,Male,1964
1139926,6/6/2017 14:08,6/6/2017 15:03,3304,Canal St & Adams St,Lake Shore Dr & Ohio St,Customer,,
1443023,6/24/2017 14:42,6/24/2017 14:47,317,Clark St & Bryn Mawr Ave,Clark St & Winnemac Ave,Subscriber,Male,1984
122382,2/3/2017 8:20,2/3/2017 8:24,265,Humboldt Blvd & Armitage Ave,California Ave & Milwaukee Ave,Subscriber,Male,1976
602881,4/20/2017 8:42,4/20/2017 8:53,706,Clinton St & Madison St,Halsted St & Maxwell St,Subscriber,Male,1977
1532868,6/29/2017 18:56,6/29/2017 19:09,811,Canal St & Madison St,Sedgwick St & Huron St,Subscriber,Female,1984
