,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
6410852,6/24/2017 14:09,6/24/2017 14:23,841,E 2 St & Avenue C,Lafayette St & E 8 St,Subscriber,,
1735532,3/8/2017 12:34,3/8/2017 12:45,644,Wolcott St & Dwight St,Reed St & Van Brunt St,Subscriber,Male,1985
3391271,4/27/2017 19:22,4/27/2017 19:33,645,E 20 St & FDR Drive,Stanton St & Chrystie St,Subscriber,Female,1993
6074308,6/18/2017 15:20,6/18/2017 15:24,242,Broadway & W 36 St,8 Ave & W 33 St,Subscriber,Male,1980
2531747,4/9/2017 12:33,4/9/2017 12:40,461,W 43 St & 10 Ave,W 44 St & 5 Ave,Subscriber,Male,1993
4155773,5/12/2017 15:44,5/12/2017 15:54,553,Berkeley Pl & 6 Ave,Clinton St & Union St,Subscriber,Male,1973
1872144,3/13/2017 17:13,3/13/2017 17:19,392,E 25 St & 2 Ave,E 14 St & Avenue B,Subscriber,Male,1986
2294944,4/2/2017 16:30,4/2/2017 16:42,685,E 19 St & 3 Ave,E 19 St & 3 Ave,Customer,,
2560270,4/9/2017 19:45,4/9/2017 19:59,834,E 81 St & Park Ave,W 82 St & Central Park West,Subscriber,Male,1976
1671438,3/6/2017 13:47,3/6/2017 13:51,247,W 13 St & 5 Ave,E 12 St & 3 Ave,Subscriber,Male,1998
5442956,6/7/2017 15:01,6/7/2017 15:18,996,Lexington Ave & E 63 St,E 31 St & 3 Ave,Subscriber,Female,1981
6414530,6/24/2017 14:59,6/24/2017 15:17,1085,W 34 St & 11 Ave,West St & Chambers St,Subscriber,Male,1956
640545,1/28/2017 15:22,1/28/2017 15:30,490,8 Ave & W 16 St,Broadway & E 22 St,Subscriber,Male,1976
4307439,5/16/2017 14:02,5/16/2017 14:33,1855,14 St & 7 Ave,Dwight St & Van Dyke St,Subscriber,Male,1987
2429971,4/5/2017 22:40,4/5/2017 22:44,246,E 58 St & 1 Ave,E 51 St & 1 Ave,Subscriber,Male,1968
5455968,6/7/2017 17:49,6/7/2017 17:58,529,Barclay St & Church St,Liberty St & Broadway,Subscriber,Male,1985
2756013,4/13/2017 17:05,4/13/2017 17:48,2577,Broadway & Battery Pl,9 Ave & W 22 St,Customer,,
3133743,4/21/2017 14:41,4/21/2017 15:00,1145,W Broadway & Spring St,Pershing Square North,Subscriber,Male,1972
387950,1/19/2017 6:52,1/19/2017 7:00,464,W 39 St & 9 Ave,W 52 St & 6 Ave,Subscriber,Male,1960
1535607,3/1/2017 14:01,3/1/2017 14:15,838,W 13 St & Hudson St,Allen St & Hester St,Subscriber,Male,1991
125256,1/6/2017 22:39,1/6/2017 23:08,1727,E 47 St & 2 Ave,Clinton St & Grand St,Subscriber,Male,1976
2646956,4/11/2017 16:27,4/11/2017 17:03,2159,Central Park North & Adam Clayton Powell Blvd,5 Ave & E 73 St,Customer,Female,1997
4314013,5/16/2017 16:07,5/16/2017 16:12,327,Broadway & W 32 St,E 40 St & 5 Ave,Subscriber,Male,1985
834630,2/4/2017 13:46,2/4/2017 14:06,1184,Broadway & E 22 St,Grand St & Elizabeth St,Subscriber,Male,1976
335092,1/16/2017 20:48,1/16/2017 20:52,283,6 Ave & Broome St,Hudson St & Reade St,Subscriber,Female,1986
1281767,2/22/2017 17:57,2/22/2017 18:06,536,Lexington Ave & E 24 St,E 7 St & Avenue A,Subscriber,Male,1990
758781,2/1/2017 20:19,2/1/2017 20:22,159,E 17 St & Broadway,Broadway & E 22 St,Subscriber,Female,1986
4061962,5/10/2017 20:27,5/10/2017 20:32,303,Greene Ave & Nostrand Ave,Halsey St & Tompkins Ave,Subscriber,Male,1989
915050,2/7/2017 18:24,2/7/2017 18:28,266,Cleveland Pl & Spring St,MacDougal St & Prince St,Subscriber,Male,1983
3630501,5/2/2017 9:13,5/2/2017 9:17,223,Broadway & W 58 St,E 58 St & Madison Ave,Subscriber,Male,1985
2066043,3/25/2017 11:18,3/25/2017 11:23,332,Hoyt St & Warren St,Lawrence St & Willoughby St,Subscriber,Male,1985
2893442,4/16/2017 14:32,4/16/2017 14:39,410,Cambridge Pl & Gates Ave,DeKalb Ave & S Portland Ave,Subscriber,Male,1986
2067748,3/25/2017 11:59,3/25/2017 13:15,4598,Lexington Ave & Classon Ave,W 54 St & 9 Ave,Customer,,
6335556,6/22/2017 23:32,6/22/2017 23:36,259,W 13 St & Hudson St,W 4 St & 7 Ave S,Subscriber,Female,1987
4660350,5/22/2017 20:44,5/22/2017 21:05,1234,Greenpoint Ave & Manhattan Ave,Madison St & Clinton St,Subscriber,Male,1990
1179118,2/19/2017 16:49,2/19/2017 17:03,869,Broadway & W 39 St,E 14 St & Avenue B,Subscriber,Male,1989
2790418,4/14/2017 11:35,4/14/2017 11:44,517,W 11 St & 6 Ave,Cleveland Pl & Spring St,Subscriber,Male,1996
5928940,6/15/2017 16:11,6/15/2017 16:59,2908,Avenue D & E 8 St,Schermerhorn St & Court St,Subscriber,Female,1953
1537241,3/1/2017 14:54,3/1/2017 15:25,1882,Greenwich Ave & 8 Ave,Hicks St & Montague St,Subscriber,Male,1977
3083431,4/20/2017 12:09,4/20/2017 12:13,276,Bond St & Schermerhorn St,Lafayette Ave & Fort Greene Pl,Subscriber,Female,1948
4440773,5/18/2017 15:10,5/18/2017 15:36,1557,5 Ave & E 78 St,8 Ave & W 52 St,Subscriber,Male,2001
2676875,4/12/2017 7:49,4/12/2017 7:58,537,Centre St & Chambers St,MacDougal St & Prince St,Subscriber,Male,1974
4133923,5/12/2017 8:43,5/12/2017 8:56,810,W 53 St & 10 Ave,5 Ave & E 29 St,Subscriber,Male,1982
3765469,5/4/2017 14:20,5/4/2017 14:23,223,E 12 St & 3 Ave,St Marks Pl & 1 Ave,Subscriber,Male,1972
6679358,6/28/2017 19:01,6/28/2017 19:06,324,Barclay St & Church St,Grand St & Greene St,Subscriber,Female,1955
4483542,5/19/2017 8:33,5/19/2017 8:53,1231,W 37 St & 10 Ave,South End Ave & Liberty St,Subscriber,Male,1975
3415076,4/28/2017 10:44,4/28/2017 10:57,810,E 27 St & 1 Ave,W Broadway & Spring St,Subscriber,Male,1992
5322278,6/5/2017 8:20,6/5/2017 8:28,450,E 48 St & 5 Ave,Broadway & W 56 St,Subscriber,Male,1964
1595973,3/3/2017 6:48,3/3/2017 6:56,506,E 88 St & 1 Ave,1 Ave & E 68 St,Subscriber,Male,1985
959731,2/8/2017 20:45,2/8/2017 20:52,417,Lafayette St & E 8 St,E 20 St & 2 Ave,Subscriber,Male,1971
4579379,5/20/2017 20:25,5/20/2017 20:30,326,W 92 St & Broadway,West End Ave & W 107 St,Subscriber,Male,1982
4706292,5/23/2017 18:09,5/23/2017 18:13,267,6 Ave & W 33 St,W 21 St & 6 Ave,Subscriber,Male,1984
5697823,6/11/2017 17:22,6/11/2017 17:40,1094,E 20 St & FDR Drive,Allen St & Rivington St,Subscriber,Male,1979
6176885,6/20/2017 17:28,6/20/2017 17:36,483,E 47 St & Park Ave,8 Ave & W 52 St,Subscriber,Female,1989
2913494,4/16/2017 19:50,4/16/2017 20:37,2814,W 89 St & Columbus Ave,Cathedral Pkwy & Broadway,Subscriber,Male,1989
380620,1/18/2017 19:03,1/18/2017 19:06,197,1 Ave & E 78 St,E 76 St & 3 Ave,Subscriber,Male,1989
85235,1/5/2017 12:45,1/5/2017 12:56,652,8 Ave & W 33 St,Pershing Square South,Subscriber,Male,1988
6249266,6/21/2017 18:07,6/21/2017 18:37,1761,Harrison St & Hudson St,W 49 St & 8 Ave,Subscriber,Male,1978
5005064,5/30/2017 17:08,5/30/2017 17:24,998,Old Slip & Front St,Christopher St & Greenwich St,Subscriber,Female,1979
71288,1/4/2017 20:43,1/4/2017 20:46,143,W 4 St & 7 Ave S,W 4 St & 7 Ave S,Subscriber,Female,1957
4717339,5/23/2017 20:15,5/23/2017 20:20,348,Bergen St & Flatbush Ave,5 Ave & 3 St,Subscriber,Male,1958
3522209,4/30/2017 8:51,4/30/2017 9:13,1338,Lexington Ave & E 29 St,Lexington Ave & E 29 St,Customer,,
6549288,6/26/2017 19:16,6/26/2017 19:19,212,1 Ave & E 94 St,E 91 St & 2 Ave,Subscriber,Male,1984
4982606,5/30/2017 8:27,5/30/2017 8:42,864,Madison Ave & E 82 St,E 55 St & Lexington Ave,Subscriber,Male,1964
2896043,4/16/2017 15:06,4/16/2017 15:47,2440,Little West St & 1 Pl,N 6 St & Bedford Ave,Subscriber,Male,1985
3447136,4/28/2017 18:30,4/28/2017 18:34,208,Franklin St & Dupont St,India St & Manhattan Ave,Subscriber,Female,1976
6032419,6/17/2017 16:02,6/17/2017 17:13,4267,Adventures NYC,Broadway & W 60 St,Customer,,
3880070,5/7/2017 12:53,5/7/2017 13:02,580,Broadway & E 22 St,E 33 St & 5 Ave,Customer,,
2534401,4/9/2017 13:13,4/9/2017 13:27,845,Broadway & W 24 St,Lafayette St & Jersey St,Subscriber,Male,1992
2668761,4/11/2017 21:08,4/11/2017 21:11,211,W 21 St & 6 Ave,W 22 St & 10 Ave,Subscriber,Male,1988
3405439,4/28/2017 8:19,4/28/2017 8:27,497,5 St & 6 Ave,West Drive & Prospect Park West,Subscriber,Female,1979
2704559,4/12/2017 17:39,4/12/2017 17:59,1194,Grand St & Elizabeth St,W 4 St & 7 Ave S,Subscriber,Male,1987
6799423,6/30/2017 17:31,6/30/2017 17:49,1067,Pershing Square North,MacDougal St & Prince St,Subscriber,Male,1985
4104983,5/11/2017 17:32,5/11/2017 17:39,449,E 44 St & 2 Ave,3 Ave & E 62 St,Subscriber,Female,1962
4003947,5/9/2017 20:30,5/9/2017 20:50,1205,E 60 St & York Ave,St Marks Pl & 2 Ave,Subscriber,Male,1960
6396855,6/24/2017 10:42,6/24/2017 10:45,202,W 106 St & Central Park West,W 104 St & Amsterdam Ave,Subscriber,Male,1985
5726649,6/12/2017 9:03,6/12/2017 9:31,1640,W 56 St & 10 Ave,Greenwich St & Hubert St,Subscriber,Male,1980
2652702,4/11/2017 17:35,4/11/2017 17:46,676,5 Ave & E 29 St,W 43 St & 10 Ave,Subscriber,Male,1985
3630440,5/2/2017 9:13,5/2/2017 9:21,524,Macon St & Nostrand Ave,Putnam Ave & Throop Ave,Subscriber,,
4077575,5/11/2017 8:46,5/11/2017 9:04,1091,E 23 St & 1 Ave,E 65 St & 2 Ave,Subscriber,Male,1993
5673571,6/11/2017 11:16,6/11/2017 11:27,656,W 20 St & 11 Ave,Greenwich St & W Houston St,Subscriber,Female,1988
1360526,2/24/2017 15:20,2/24/2017 15:40,1204,W 4 St & 7 Ave S,8 Ave & W 52 St,Customer,,
2772918,4/13/2017 21:05,4/13/2017 21:32,1642,Barclay St & Church St,Dean St & 4 Ave,Customer,,
2817753,4/14/2017 18:14,4/14/2017 18:35,1239,Grand Army Plaza & Central Park S,E 31 St & 3 Ave,Subscriber,Male,1979
4855049,5/26/2017 23:33,5/26/2017 23:59,1563,Spruce St & Nassau St,Cadman Plaza E & Tillary St,Customer,,
4169906,5/12/2017 18:29,5/12/2017 18:36,421,E 84 St & Park Ave,Madison Ave & E 82 St,Subscriber,Male,1976
2643888,4/11/2017 15:34,4/11/2017 15:56,1319,W 41 St & 8 Ave,Central Park W & W 96 St,Customer,Female,1987
6593271,6/27/2017 15:45,6/27/2017 16:09,1418,Front St & Washington St,E 17 St & Broadway,Subscriber,Male,1970
255990,1/13/2017 8:57,1/13/2017 9:13,977,W 22 St & 8 Ave,1 Ave & E 30 St,Subscriber,Male,1974
1682835,3/6/2017 18:34,3/6/2017 18:47,779,E 39 St & 3 Ave,St Marks Pl & 2 Ave,Subscriber,Male,1964
2321759,4/3/2017 9:58,4/3/2017 10:04,320,Broadway & W 56 St,Broadway & W 41 St,Subscriber,Female,1986
4910812,5/28/2017 11:33,5/28/2017 11:53,1204,West Drive & Prospect Park West,Clinton Ave & Flushing Ave,Subscriber,Female,1954
4801888,5/26/2017 1:23,5/26/2017 1:58,2111,W 18 St & 6 Ave,Central Park North & Adam Clayton Powell Blvd,Subscriber,Male,1990
4832649,5/26/2017 15:55,5/26/2017 15:59,264,W 20 St & 7 Ave,W 20 St & 11 Ave,Subscriber,Female,1994
3684404,5/3/2017 7:49,5/3/2017 7:59,622,Barrow St & Hudson St,Broadway & E 22 St,Subscriber,Female,1989
1505424,2/28/2017 17:36,2/28/2017 17:45,530,E 47 St & Park Ave,W 33 St & 7 Ave,Subscriber,Male,1962
4471248,5/18/2017 22:09,5/18/2017 22:38,1783,Forsyth St & Canal St,5 Ave & 3 St,Subscriber,Male,1971
1166885,2/19/2017 13:44,2/19/2017 14:06,1318,E 2 St & 2 Ave E,LaGuardia Pl & W 3 St,Subscriber,Male,1986
3576953,5/1/2017 11:09,5/1/2017 11:24,849,Cooper Square & E 7 St,John St & William St,Subscriber,Male,1967
1672811,3/6/2017 14:39,3/6/2017 14:43,240,Columbia St & Rivington St,E 2 St & Avenue B,Subscriber,Female,1971
78048,1/5/2017 8:28,1/5/2017 8:46,1073,E 95 St & 3 Ave,Grand Army Plaza & Central Park S,Subscriber,Male,1981
2264487,4/1/2017 18:23,4/1/2017 18:27,244,Driggs Ave & Lorimer St,N 8 St & Driggs Ave,Subscriber,Female,1990
51102,1/4/2017 11:20,1/4/2017 11:37,1023,5 Ave & E 73 St,W 39 St & 9 Ave,Subscriber,Male,1961
4525140,5/19/2017 19:02,5/19/2017 19:14,737,Warren St & Court St,5 Ave & 3 St,Subscriber,Male,1962
4928052,5/28/2017 15:40,5/28/2017 16:03,1363,St Marks Pl & 1 Ave,Pershing Square North,Customer,Female,1984
3772969,5/4/2017 16:41,5/4/2017 16:46,317,2 Ave & E 99 St,E 89 St & 3 Ave,Subscriber,Male,1978
5369067,6/5/2017 21:44,6/5/2017 21:51,451,Christopher St & Greenwich St,Great Jones St,Subscriber,Male,1958
1715742,3/7/2017 20:09,3/7/2017 20:12,134,W 53 St & 10 Ave,W 52 St & 11 Ave,Subscriber,Male,1988
1444274,2/27/2017 7:58,2/27/2017 8:20,1304,E 88 St & Park Ave,W 25 St & 6 Ave,Subscriber,Male,1965
5677282,6/11/2017 12:16,6/11/2017 12:22,337,E 58 St & 1 Ave,E 74 St & 1 Ave,Subscriber,Female,1991
3433370,4/28/2017 16:16,4/28/2017 16:20,238,E 72 St & York Ave,1 Ave & E 78 St,Subscriber,Male,2000
2483761,4/7/2017 22:19,4/7/2017 22:52,1992,9 Ave & W 18 St,E 72 St & Park Ave,Subscriber,Male,1968
4339367,5/16/2017 20:46,5/16/2017 21:10,1427,E 16 St & Irving Pl,Madison St & Clinton St,Subscriber,Male,1981
6547748,6/26/2017 19:00,6/26/2017 19:37,2219,W 15 St & 7 Ave,Douglass St & 3 Ave,Subscriber,Male,1984
2958578,4/17/2017 18:18,4/17/2017 18:34,974,E 81 St & 3 Ave,1 Ave & E 44 St,Subscriber,Male,1971
5580527,6/9/2017 16:45,6/9/2017 17:13,1715,Broad St & Bridge St,Lawrence St & Willoughby St,Subscriber,Male,1992
125066,1/6/2017 22:12,1/6/2017 22:23,625,1 Ave & E 16 St,Broadway & W 29 St,Subscriber,Male,1987
5859940,6/14/2017 15:06,6/14/2017 15:18,744,Cleveland Pl & Spring St,E 19 St & 3 Ave,Subscriber,Female,1959
2780298,4/14/2017 8:15,4/14/2017 8:37,1337,9 Ave & W 18 St,E 55 St & Lexington Ave,Subscriber,Male,1963
3081374,4/20/2017 11:01,4/20/2017 11:17,946,W 42 St & Dyer Ave,Lexington Ave & E 24 St,Subscriber,Male,1975
3343249,4/26/2017 21:02,4/26/2017 21:43,2431,University Pl & E 14 St,Union St & 4 Ave,Subscriber,Male,1983
6086219,6/18/2017 18:10,6/18/2017 18:16,343,Norfolk St & Broome St,Allen St & Stanton St,Subscriber,Male,1992
3807529,5/5/2017 17:15,5/5/2017 17:20,245,E 16 St & 5 Ave,W 17 St & 8 Ave,Subscriber,Male,1982
3317575,4/26/2017 11:38,4/26/2017 11:52,824,3 St & Prospect Park West,3 St & Prospect Park West,Subscriber,Male,1958
2823800,4/14/2017 19:54,4/14/2017 19:58,271,Forsyth St & Broome St,Pike St & E Broadway,Subscriber,Female,1961
4749183,5/24/2017 14:00,5/24/2017 14:08,491,Lafayette St & E 8 St,E 9 St & Avenue C,Subscriber,Male,1954
1669603,3/6/2017 12:25,3/6/2017 12:29,279,W 26 St & 10 Ave,W 24 St & 7 Ave,Subscriber,Male,1981
2039589,3/24/2017 13:33,3/24/2017 14:01,1692,St James Pl & Oliver St,Division St & Bowery,Subscriber,Male,1947
672391,1/30/2017 5:50,1/30/2017 5:56,362,1 Ave & E 62 St,E 48 St & 3 Ave,Subscriber,Male,1989
653842,1/29/2017 11:15,1/29/2017 11:32,1023,W 56 St & 10 Ave,E 45 St & 3 Ave,Subscriber,Male,1967
5540140,6/9/2017 1:03,6/9/2017 1:08,300,Queens Plaza North & Crescent St,9 St & 44 Rd,Subscriber,Male,1996
4511792,5/19/2017 16:47,5/19/2017 17:09,1305,E 16 St & Irving Pl,W 31 St & 7 Ave,Subscriber,Male,1984
6324354,6/22/2017 19:24,6/22/2017 19:45,1202,9 Ave & W 18 St,Bayard St & Baxter St,Subscriber,Male,1993
4890014,5/27/2017 17:50,5/27/2017 18:14,1444,44 Dr & Jackson Ave,44 Dr & Jackson Ave,Subscriber,Male,1979
3397427,4/27/2017 22:39,4/27/2017 22:48,548,2 Ave & E 31 St,E 51 St & 1 Ave,Subscriber,Male,1986
5351533,6/5/2017 17:33,6/5/2017 17:41,463,W 38 St & 8 Ave,W 27 St & 7 Ave,Subscriber,Female,1954
2535751,4/9/2017 13:32,4/9/2017 13:56,1460,W 4 St & 7 Ave S,W 49 St & 8 Ave,Subscriber,Female,1994
2962009,4/17/2017 18:52,4/17/2017 19:24,1923,W 25 St & 6 Ave,Lafayette Ave & Classon Ave,Subscriber,Male,1981
6557077,6/26/2017 21:20,6/26/2017 21:32,731,W 54 St & 9 Ave,11 Ave & W 41 St,Subscriber,Male,1967
1590155,3/2/2017 19:31,3/2/2017 19:38,415,Myrtle Ave & St Edwards St,Franklin Ave & Myrtle Ave,Subscriber,Male,1959
1419118,2/26/2017 10:08,2/26/2017 10:16,457,Nassau Ave & Russell St,Milton St & Franklin St,Subscriber,Male,1978
6389638,6/23/2017 22:20,6/23/2017 22:55,2099,Little West St & 1 Pl,Huron St & Franklin St,Subscriber,Male,1986
3938338,5/8/2017 18:16,5/8/2017 18:26,598,Broadway & W 29 St,E 20 St & FDR Drive,Subscriber,Male,1971
4788904,5/25/2017 11:53,5/25/2017 12:01,497,W 37 St & 5 Ave,E 58 St & Madison Ave,Subscriber,Male,1984
918073,2/7/2017 19:43,2/7/2017 19:45,111,Forsyth St & Canal St,Canal St & Rutgers St,Subscriber,Male,1967
3157550,4/22/2017 7:13,4/22/2017 7:52,2318,Norman Ave & Leonard St - 2,Forsyth St & Broome St,Subscriber,Male,1973
4136290,5/12/2017 9:06,5/12/2017 9:17,676,E 30 St & Park Ave S,E 39 St & 3 Ave,Subscriber,Female,1973
6486324,6/25/2017 18:53,6/25/2017 19:12,1126,Forsyth St & Canal St,President St & Henry St,Subscriber,Male,1968
4053651,5/10/2017 18:33,5/10/2017 18:42,565,E 17 St & Broadway,E 14 St & Avenue B,Subscriber,Male,1984
5325636,6/5/2017 8:56,6/5/2017 9:01,349,S 4 St & Wythe Ave,Roebling St & N 4 St,Subscriber,Male,1978
4195508,5/14/2017 11:48,5/14/2017 12:05,1054,W 67 St & Broadway,Pershing Square South,Subscriber,Male,1952
5625145,6/10/2017 12:57,6/10/2017 13:13,988,Mott St & Prince St,S 5 Pl & S 4 St,Customer,,
6027968,6/17/2017 13:05,6/17/2017 13:07,101,W 21 St & 6 Ave,W 21 St & 6 Ave,Subscriber,Female,1990
142852,1/9/2017 12:19,1/9/2017 12:23,248,E 39 St & 3 Ave,Lexington Ave & E 29 St,Subscriber,Male,1992
6248611,6/21/2017 18:02,6/21/2017 18:16,815,E 39 St & 2 Ave,St Marks Pl & 1 Ave,Subscriber,Female,1992
4082456,5/11/2017 9:50,5/11/2017 9:55,346,President St & Henry St,Bergen St & Smith St,Subscriber,Male,1978
428586,1/20/2017 8:27,1/20/2017 8:57,1826,Central Park W & W 96 St,E 16 St & Irving Pl,Subscriber,Male,1957
3825592,5/6/2017 10:25,5/6/2017 10:51,1578,Atlantic Ave & Furman St,Pearl St & Anchorage Pl,Subscriber,Male,1963
6173048,6/20/2017 16:51,6/20/2017 17:07,988,Carlton Ave & Flushing Ave,7 Ave & Park Pl,Subscriber,Female,1986
3705685,5/3/2017 14:12,5/3/2017 14:23,668,W 37 St & 5 Ave,W 52 St & 6 Ave,Subscriber,Male,1952
2135283,3/28/2017 0:03,3/28/2017 0:06,206,Mercer St & Bleecker St,Cleveland Pl & Spring St,Subscriber,Male,1979
2694474,4/12/2017 14:39,4/12/2017 14:51,730,Union St & 4 Ave,Atlantic Ave & Furman St,Subscriber,Female,1976
3612368,5/1/2017 20:23,5/1/2017 20:26,183,Myrtle Ave & Marcy Ave,Kosciuszko St & Tompkins Ave,Subscriber,Male,1989
855637,2/5/2017 15:03,2/5/2017 15:11,512,W 18 St & 6 Ave,W 13 St & Hudson St,Subscriber,Female,1993
3444280,4/28/2017 18:04,4/28/2017 20:46,9741,12 Ave & W 40 St,12 Ave & W 40 St,Customer,Female,1984
6808763,6/30/2017 19:37,6/30/2017 20:14,2195,E 17 St & Broadway,E 47 St & 1 Ave,Subscriber,Male,1967
6156090,6/20/2017 11:03,6/20/2017 11:06,162,E 15 St & 3 Ave,E 17 St & Broadway,Subscriber,Male,1970
1369431,2/24/2017 17:36,2/24/2017 17:55,1137,Riverside Dr & W 78 St,12 Ave & W 40 St,Subscriber,Female,1981
4904530,5/28/2017 8:49,5/28/2017 9:17,1695,Riverside Dr & W 72 St,W 24 St & 7 Ave,Subscriber,Female,1968
1923510,3/20/2017 18:04,3/20/2017 18:06,132,Broadway & Battery Pl,Bus Slip & State St,Subscriber,Female,1981
6187270,6/20/2017 18:50,6/20/2017 19:00,609,Carmine St & 6 Ave,West St & Chambers St,Subscriber,Male,1978
6425676,6/24/2017 17:28,6/24/2017 17:35,398,1 Ave & E 62 St,1 Ave & E 68 St,Subscriber,Male,1994
1411303,2/25/2017 17:21,2/25/2017 17:35,855,Columbia St & Degraw St,Dean St & Hoyt St,Subscriber,Male,1963
6480116,6/25/2017 17:23,6/25/2017 17:40,982,Pershing Square North,Broadway & W 53 St,Customer,,
1769585,3/9/2017 8:20,3/9/2017 8:26,337,Pershing Square North,Lexington Ave & E 29 St,Subscriber,Male,1971
5166658,6/2/2017 9:21,6/2/2017 9:31,627,W 38 St & 8 Ave,Broadway & E 22 St,Subscriber,Male,1983
3851125,5/6/2017 16:52,5/6/2017 17:02,611,Bushwick Ave & Powers St,S 5 Pl & S 4 St,Subscriber,Female,1986
4222061,5/14/2017 20:36,5/14/2017 20:40,236,Pershing Square North,Broadway & W 41 St,Subscriber,Male,1988
5614408,6/10/2017 10:17,6/10/2017 10:26,519,Douglass St & 3 Ave,Willoughby St & Fleet St,Customer,,
6441292,6/24/2017 22:30,6/24/2017 22:43,769,Carroll St & 6 Ave,Adelphi St & Myrtle Ave,Subscriber,Male,1984
1889410,3/17/2017 21:30,3/17/2017 21:35,321,Kosciuszko St & Nostrand Ave,Pulaski St & Marcus Garvey Blvd,Subscriber,Male,1981
614709,1/27/2017 15:40,1/27/2017 15:53,748,Broadway & W 39 St,Lexington Ave & E 24 St,Subscriber,Male,1986
5369254,6/5/2017 21:51,6/5/2017 22:06,890,E 47 St & 2 Ave,E 89 St & York Ave,Subscriber,Male,1984
2422089,4/5/2017 18:46,4/5/2017 18:59,755,W 18 St & 6 Ave,Pershing Square North,Subscriber,Male,1993
3925869,5/8/2017 15:25,5/8/2017 15:32,377,Prospect Park West & 8 St,5 St & 6 Ave,Subscriber,Female,1961
1818811,3/10/2017 17:00,3/10/2017 17:26,1558,E 6 St & Avenue B,1 Ave & E 44 St,Subscriber,Male,1975
6384972,6/23/2017 19:17,6/23/2017 19:26,502,Madison St & Clinton St,Grand St & Elizabeth St,Subscriber,Female,1967
860066,2/5/2017 17:34,2/5/2017 17:43,561,E 85 St & 3 Ave,1 Ave & E 62 St,Subscriber,Male,1977
4178193,5/12/2017 21:27,5/12/2017 21:38,651,Christopher St & Greenwich St,Lafayette St & E 8 St,Subscriber,Female,1985
4062085,5/10/2017 20:30,5/10/2017 20:40,614,E 58 St & 3 Ave,Central Park West & W 68 St,Subscriber,Male,1959
3790995,5/4/2017 20:31,5/4/2017 20:38,417,W 13 St & 5 Ave,W 4 St & 7 Ave S,Subscriber,Male,1979
3062106,4/19/2017 18:26,4/19/2017 18:30,237,W 43 St & 6 Ave,W 41 St & 8 Ave,Subscriber,Male,1953
3818559,5/5/2017 22:12,5/5/2017 22:27,929,Bank St & Washington St,E 2 St & Avenue B,Subscriber,Male,1981
1752185,3/8/2017 18:14,3/8/2017 18:24,557,W 27 St & 7 Ave,Pershing Square North,Subscriber,Male,1962
1890196,3/18/2017 8:39,3/18/2017 8:56,970,Baltic St & 5 Ave,Lafayette Ave & Classon Ave,Subscriber,Male,1977
1569537,3/2/2017 9:41,3/2/2017 9:56,934,E 11 St & 1 Ave,E 47 St & 1 Ave,Subscriber,Male,1959
2061185,3/25/2017 8:02,3/25/2017 8:09,451,Warren St & Church St,Greenwich St & W Houston St,Subscriber,Male,1971
6196164,6/20/2017 20:42,6/20/2017 20:46,252,Cleveland Pl & Spring St,W Broadway & Spring St,Subscriber,Male,1975
6443979,6/25/2017 0:24,6/25/2017 0:33,557,Stanton St & Chrystie St,Avenue D & E 3 St,Subscriber,Female,1954
2165594,3/29/2017 9:06,3/29/2017 9:21,874,E 78 St & 2 Ave,E 39 St & 3 Ave,Subscriber,Female,1983
701058,1/30/2017 22:37,1/30/2017 22:41,267,8 Ave & W 16 St,W 26 St & 8 Ave,Subscriber,Female,1975
4963200,5/29/2017 16:44,5/29/2017 17:39,3304,Front St & Maiden Ln,E 58 St & 1 Ave,Subscriber,Female,1988
940902,2/8/2017 14:15,2/8/2017 14:21,393,9 Ave & W 18 St,8 Ave & W 31 St,Subscriber,Male,1988
3221970,4/23/2017 16:13,4/23/2017 16:20,422,Howard St & Centre St,Canal St & Rutgers St,Subscriber,Male,1986
5767367,6/12/2017 20:41,6/12/2017 20:44,168,W 22 St & 8 Ave,8 Ave & W 16 St,Subscriber,Female,1985
6599879,6/27/2017 17:15,6/27/2017 17:21,346,Broadway & W 36 St,Pershing Square North,Subscriber,Male,1983
6143138,6/20/2017 7:42,6/20/2017 7:56,841,South End Ave & Liberty St,W 13 St & Hudson St,Subscriber,Female,1991
6788846,6/30/2017 15:11,6/30/2017 16:13,3767,Plaza St West & Flatbush Ave,Prospect Park West & 8 St,Subscriber,Male,1982
5430680,6/7/2017 10:24,6/7/2017 10:53,1731,Graham Ave & Herbert St,Queens Plaza North & Crescent St,Subscriber,Female,1981
2544375,4/9/2017 15:27,4/9/2017 15:32,307,Greenwich St & Hubert St,Leonard St & Church St,Customer,,
694321,1/30/2017 18:17,1/30/2017 18:30,794,W 44 St & 5 Ave,E 25 St & 1 Ave,Subscriber,Male,1991
905411,2/7/2017 10:17,2/7/2017 10:20,190,E 2 St & Avenue B,Avenue D & E 8 St,Subscriber,Male,1991
6812169,6/30/2017 20:53,6/30/2017 21:01,502,Berkeley Pl & 7 Ave,14 St & 7 Ave,Subscriber,Female,1973
3598051,5/1/2017 17:43,5/1/2017 18:21,2288,Water - Whitehall Plaza,Riverside Dr & W 72 St,Subscriber,Female,1974
4175221,5/12/2017 19:52,5/12/2017 19:55,149,Bond St & Fulton St,Johnson St & Gold St,Subscriber,Male,1977
